gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name,cancer
33993,MUS81,58209,ARL17A,COAD
33993,MUS81,77693,ASXL1,COAD
33993,MUS81,48801,ZNF358,COAD
33993,MUS81,76000,WDR36,COAD
33993,MUS81,32064,PADI3,COAD
33993,MUS81,91960,RIOK3,COAD
33993,MUS81,31180,RBP7,COAD
33993,MUS81,49511,STIL,COAD
33993,MUS81,49896,TARBP2,COAD
33993,MUS81,4508,PAQR6,COAD
33993,MUS81,35264,SEZ6L2,COAD
33993,MUS81,47546,NOMO3,COAD
33993,MUS81,84494,PJA1,COAD
33993,MUS81,27554,PLEK2,COAD
33993,MUS81,22868,SRCAP,COAD
33993,MUS81,14197,PFDN6,COAD
33993,MUS81,60338,RFC1,COAD
33993,MUS81,87295,S1PR2,COAD
33993,MUS81,27965,SCOC,COAD
33993,MUS81,54968,TBC1D25,COAD
33993,MUS81,24639,STAU2,COAD
33993,MUS81,74657,SPRY1,COAD
33993,MUS81,22139,SORBS3,COAD
33993,MUS81,81616,RDM1,COAD
33993,MUS81,7975,SKP1,COAD
33993,MUS81,15966,PDE9A,COAD
33993,MUS81,4039,PPL,COAD
33993,MUS81,79629,CHID1,COAD
33993,MUS81,33190,KIF20A,COAD
33993,MUS81,20811,CASP8AP2,COAD
33993,MUS81,7221,CEP78,COAD
33993,MUS81,85171,ARL4D,COAD
33993,MUS81,27710,FMNL2,COAD
33993,MUS81,87561,HSPA8,COAD
33993,MUS81,43352,POLR2L,COAD
33993,MUS81,64979,TRIM72,COAD
33993,MUS81,16078,SNW1,COAD
33993,MUS81,37546,PRMT1,COAD
33993,MUS81,9913,NDST1,COAD
33993,MUS81,18616,SLC25A15,COAD
33993,MUS81,65472,UFC1,COAD
33993,MUS81,62088,PPP3CC,COAD
33993,MUS81,33922,NFYA,COAD
33993,MUS81,909,VWCE,COAD
33993,MUS81,66010,VPS29,COAD
33993,MUS81,4778,SNX8,COAD
33993,MUS81,27184,SNRPD3,COAD
33993,MUS81,91353,USP12,COAD
33993,MUS81,38519,WDR91,COAD
33993,MUS81,55644,PAFAH1B2,COAD
33993,MUS81,21127,BRAF,COAD
33993,MUS81,13734,TMEM123,COAD
33993,MUS81,67903,ALDH1A3,COAD
33993,MUS81,74868,GCH1,COAD
33993,MUS81,15986,AP2A2,COAD
33993,MUS81,94822,EIF4E3,COAD
33993,MUS81,89514,CENPL,COAD
33993,MUS81,58474,CCT5,COAD
33993,MUS81,93482,FBXO31,COAD
33993,MUS81,53240,COG7,COAD
33993,MUS81,58053,INO80,COAD
33993,MUS81,42565,BTN2A2,COAD
33993,MUS81,79134,HTR7,COAD
33993,MUS81,18928,LETM2,COAD
33993,MUS81,75191,B3GNT5,COAD
33993,MUS81,43639,EDEM3,COAD
33993,MUS81,34557,COPS5,COAD
33993,MUS81,46549,IDH2,COAD
33993,MUS81,21448,MAP3K7,COAD
33993,MUS81,17210,C3orf52,COAD
33993,MUS81,52953,KAZALD1,COAD
33993,MUS81,72496,CRKL,COAD
33993,MUS81,78361,BUB3,COAD
33993,MUS81,34877,FAM160A2,COAD
33993,MUS81,33790,E2F8,COAD
33993,MUS81,33868,MED14,COAD
33993,MUS81,84047,MBP,COAD
33993,MUS81,91579,MAPKAPK2,COAD
33993,MUS81,57785,LTK,COAD
33993,MUS81,67639,LHFPL5,COAD
33993,MUS81,40504,BCAR1,COAD
33993,MUS81,63694,APRT,COAD
33993,MUS81,44912,GPN3,COAD
33993,MUS81,59847,ACADVL,COAD
33993,MUS81,6347,CYP46A1,COAD
33993,MUS81,80226,DDX52,COAD
33993,MUS81,32012,ADAM8,COAD
33993,MUS81,48000,DCUN1D5,COAD
33993,MUS81,34025,ACP6,COAD
33993,MUS81,63590,DAP3,COAD
33993,MUS81,82669,EBP,COAD
33993,MUS81,58679,CHST12,COAD
33993,MUS81,74477,KLHL2,COAD
33993,MUS81,21606,FTL,COAD
33993,MUS81,49107,ALMS1,COAD
33993,MUS81,52850,IGF2BP3,COAD
33993,MUS81,149,MPP3,COAD
33993,MUS81,29841,IL4I1,COAD
33993,MUS81,68864,MFSD8,COAD
33993,MUS81,94999,GPD1,COAD
33993,MUS81,17060,EHD2,COAD
33993,MUS81,50289,FERMT1,COAD
33993,MUS81,28396,BLOC1S1,COAD
33993,MUS81,49917,COPS8,COAD
33993,MUS81,41568,CRYZL1,COAD
33993,MUS81,37049,BACH2,COAD
33993,MUS81,61427,ATXN7L1,COAD
33993,MUS81,53036,LYPLA2,COAD
33993,MUS81,25762,ICAM1,COAD
33993,MUS81,30717,DDB1,COAD
33993,MUS81,19089,BPNT1,COAD
33993,MUS81,24786,LONP2,COAD
33993,MUS81,84632,EIF2B4,COAD
33993,MUS81,40323,BAZ1A,COAD
33993,MUS81,12038,HOXA3,COAD
33993,MUS81,88669,C3orf33,COAD
33993,MUS81,45617,HOMER3,COAD
33993,MUS81,86457,BECN1,COAD
33993,MUS81,13270,MTUS1,COAD
33993,MUS81,69823,GPC1,COAD
33993,MUS81,1084,DAD1,COAD
33993,MUS81,84907,ATL3,COAD
33993,MUS81,65168,C6orf58,COAD
33993,MUS81,68164,GPR139,COAD
33993,MUS81,69470,BCL7B,COAD
33993,MUS81,49913,AIF1L,COAD
33993,MUS81,74288,MCM4,COAD
33993,MUS81,18888,CDK5RAP2,COAD
33993,MUS81,79670,CEBPE,COAD
33993,MUS81,56777,CDNF,COAD
33993,MUS81,53593,CACNB3,COAD
33993,MUS81,63943,BUB1,COAD
33993,MUS81,6423,ISL2,COAD
33993,MUS81,48554,DNAJB6,COAD
33993,MUS81,68483,COPS6,COAD
33993,MUS81,8531,FZD2,COAD
33993,MUS81,78175,AP3S2,COAD
33993,MUS81,73995,LIG1,COAD
33993,MUS81,41338,BTN3A2,COAD
33993,MUS81,52743,FZD6,COAD
33993,MUS81,83153,IL2RB,COAD
33993,MUS81,82217,CTNNBL1,COAD
33993,MUS81,63108,EPC1,COAD
33993,MUS81,52439,KIF23,COAD
33993,MUS81,80527,FBXL4,COAD
33993,MUS81,26133,GRIN1,COAD
33993,MUS81,58668,FANCD2,COAD
33993,MUS81,33026,CREBBP,COAD
33993,MUS81,80444,GDAP1,COAD
33993,MUS81,67335,DNAJB9,COAD
33993,MUS81,44924,ELK4,COAD
33993,MUS81,18242,DDB2,COAD
33993,MUS81,82465,DYRK1A,COAD
33993,MUS81,50931,LASP1,COAD
33993,MUS81,28360,ABCE1,COAD
33993,MUS81,92946,DSC2,COAD
33993,MUS81,77632,FZD8,COAD
33993,MUS81,70206,APPL1,COAD
33993,MUS81,30361,BOP1,COAD
33993,MUS81,88940,CDC42EP1,COAD
33993,MUS81,39996,ERI2,COAD
33993,MUS81,53222,DDX23,COAD
33993,MUS81,78568,CASC3,COAD
33993,MUS81,95139,CUL9,COAD
33993,MUS81,82339,ELN,COAD
33993,MUS81,94589,WRN,COAD
33993,MUS81,2171,AP1M2,COAD
33993,MUS81,15493,CALM2,COAD
33993,MUS81,75060,CBR3,COAD
33993,MUS81,64646,C2CD2L,COAD
33993,MUS81,53166,ABCB8,COAD
33993,MUS81,85507,IFT140,COAD
33993,MUS81,15513,CHERP,COAD
33993,MUS81,68492,DHX16,COAD
33993,MUS81,86030,AKTIP,COAD
33993,MUS81,29708,EVI5L,COAD
33993,MUS81,12918,IL20RB,COAD
33993,MUS81,56501,GPN1,COAD
33993,MUS81,22564,BRD9,COAD
33993,MUS81,91069,MARK1,COAD
33993,MUS81,66860,LYRM2,COAD
33993,MUS81,85912,AFAP1L1,COAD
33993,MUS81,79805,MDFI,COAD
33993,MUS81,38887,ABCA3,COAD
33993,MUS81,52041,CD59,COAD
33993,MUS81,69029,GTPBP8,COAD
33993,MUS81,56580,FDX1,COAD
33993,MUS81,76887,GLUD1,COAD
33993,MUS81,79079,GAGE2C,COAD
33993,MUS81,66343,GRWD1,COAD
33993,MUS81,60360,ABI1,COAD
33993,MUS81,21498,EEF1A2,COAD
33993,MUS81,48284,BATF3,COAD
33993,MUS81,27735,FZD1,COAD
33993,MUS81,63277,CKAP5,COAD
33993,MUS81,88004,MTMR11,COAD
33993,MUS81,39976,GNAI3,COAD
33993,MUS81,81084,FIS1,COAD
33993,MUS81,57092,CCT7,COAD
33993,MUS81,75743,FRG1,COAD
33993,MUS81,69453,HSP90AB1,COAD
33993,MUS81,89560,ALDH16A1,COAD
33993,MUS81,91729,HTR6,COAD
33993,MUS81,11237,DLG4,COAD
33993,MUS81,30826,FER,COAD
33993,MUS81,11060,DUS3L,COAD
33993,MUS81,62414,ECT2,COAD
33993,MUS81,50535,CPSF4,COAD
33993,MUS81,34165,KIAA2026,COAD
33993,MUS81,34284,FGF4,COAD
33993,MUS81,12092,ABCC4,COAD
33993,MUS81,26939,EIF3E,COAD
33993,MUS81,61324,MAP2K4,COAD
33993,MUS81,10819,CSRP2,COAD
33993,MUS81,58171,AP1S1,COAD
33993,MUS81,63218,KCNQ4,COAD
33993,MUS81,2239,CCDC92,COAD
33993,MUS81,85919,KCTD14,COAD
36149,ACSM4,60732,KRAS,COAD
36217,ZC3H10,60732,KRAS,COAD
38712,OR4K1,60732,KRAS,COAD
41162,NAGS,60732,KRAS,COAD
44133,GMPPB,60732,KRAS,COAD
46130,BRCA2,21808,MAPK1,COAD
46130,BRCA2,14011,WEE1,COAD
48316,AHCTF1,60732,KRAS,COAD
52016,CCDC120,60732,KRAS,COAD
53344,OR9A2,60732,KRAS,COAD
55035,PTEN,90463,SLC26A6,COAD
55035,PTEN,89844,SLC4A11,COAD
55035,PTEN,25957,TTC7A,COAD
55035,PTEN,24654,RAX,COAD
55035,PTEN,22014,TTC31,COAD
55035,PTEN,30626,ZNF575,COAD
55035,PTEN,72552,SCARF2,COAD
55035,PTEN,59661,CHST14,COAD
55035,PTEN,28611,PYY,COAD
55035,PTEN,57205,CARHSP1,COAD
55035,PTEN,11930,HTR1B,COAD
55035,PTEN,7989,PSMB2,COAD
55035,PTEN,83158,CDKN2A,COAD
55035,PTEN,27528,TUBA1A,COAD
55035,PTEN,33190,KIF20A,COAD
55035,PTEN,9766,NPAS2,COAD
55035,PTEN,49517,PLD3,COAD
55035,PTEN,68063,HRAS,COAD
55035,PTEN,80273,ZP3,COAD
55035,PTEN,50645,SRF,COAD
55035,PTEN,5097,DHCR7,COAD
55035,PTEN,3433,ARMC7,COAD
55035,PTEN,3622,GFRA4,COAD
55035,PTEN,36442,MYO9A,COAD
55035,PTEN,38655,PCDHGA9,COAD
55035,PTEN,69273,GATA2,COAD
55035,PTEN,46952,DOCK9,COAD
55035,PTEN,36047,MGAT1,COAD
55035,PTEN,60488,TMEM150A,COAD
55035,PTEN,28251,TUSC1,COAD
55035,PTEN,76953,SLC2A4RG,COAD
55035,PTEN,33299,SCO2,COAD
55035,PTEN,16713,YME1L1,COAD
55035,PTEN,86007,TNFRSF14,COAD
55035,PTEN,40212,SIX5,COAD
55035,PTEN,53213,SPEG,COAD
55035,PTEN,16503,UTS2R,COAD
55035,PTEN,23340,ABCA7,COAD
55035,PTEN,48342,LRRC8A,COAD
55035,PTEN,42142,AQP2,COAD
55035,PTEN,55452,RAPGEFL1,COAD
55035,PTEN,44272,TNFRSF13C,COAD
55035,PTEN,31961,SOX9,COAD
55035,PTEN,80598,EGFL8,COAD
55035,PTEN,37325,TAPBP,COAD
55035,PTEN,4574,RNF126,COAD
55035,PTEN,89852,TRIM24,COAD
55035,PTEN,316,RTBDN,COAD
55035,PTEN,38171,TMEM9B,COAD
55035,PTEN,15796,ZNF296,COAD
55035,PTEN,56864,RASAL1,COAD
55035,PTEN,6692,RASSF7,COAD
55035,PTEN,49272,CDKN2D,COAD
55035,PTEN,1341,RHBDD3,COAD
55035,PTEN,22993,PXN,COAD
55035,PTEN,20597,PYCARD,COAD
55035,PTEN,51023,SLC36A1,COAD
55035,PTEN,87995,RHOF,COAD
55035,PTEN,63913,UBASH3B,COAD
55035,PTEN,55018,PARD6A,COAD
55035,PTEN,75009,SCAP,COAD
55035,PTEN,59685,FTSJ3,COAD
55035,PTEN,62083,HAAO,COAD
55035,PTEN,9275,EIF3B,COAD
55035,PTEN,85416,CYP26C1,COAD
55035,PTEN,56580,FDX1,COAD
55035,PTEN,1393,POLM,COAD
55035,PTEN,8795,NDUFB7,COAD
55035,PTEN,88694,HIVEP3,COAD
55035,PTEN,72916,PRPF38A,COAD
55035,PTEN,30658,HSD17B1,COAD
55035,PTEN,45857,KLK9,COAD
55035,PTEN,66287,PRSS33,COAD
55035,PTEN,76213,CDX2,COAD
55035,PTEN,57981,BGLAP,COAD
55035,PTEN,87730,ZMIZ1,COAD
55035,PTEN,78566,UBE2H,COAD
55035,PTEN,7624,SLC38A9,COAD
55035,PTEN,1746,TBX10,COAD
55035,PTEN,43955,TNFRSF4,COAD
55035,PTEN,18417,STAG2,COAD
55035,PTEN,67848,TAF10,COAD
55035,PTEN,53254,ROGDI,COAD
55035,PTEN,64021,NOTCH1,COAD
55035,PTEN,83804,MPST,COAD
55035,PTEN,28587,C20orf202,COAD
55035,PTEN,95927,DUSP7,COAD
55035,PTEN,14152,CLIP3,COAD
55035,PTEN,67570,CRYAA,COAD
55035,PTEN,86866,DUSP23,COAD
55035,PTEN,61724,IL4R,COAD
55035,PTEN,3020,SMPD2,COAD
55035,PTEN,22168,EGR2,COAD
55035,PTEN,57527,C1QL1,COAD
55035,PTEN,86517,KIF3B,COAD
55035,PTEN,15794,GNB1L,COAD
55035,PTEN,8357,PELI3,COAD
55035,PTEN,66012,TIRAP,COAD
55035,PTEN,53481,SOX1,COAD
55035,PTEN,48807,UBE2D1,COAD
55035,PTEN,81624,TCF7,COAD
55035,PTEN,80862,ZWINT,COAD
55035,PTEN,74255,ADAMTS10,COAD
55035,PTEN,6851,ZNF513,COAD
55035,PTEN,72240,SH3BP5L,COAD
55035,PTEN,67455,PTGER1,COAD
55035,PTEN,40238,SNAI1,COAD
55035,PTEN,18918,SUV39H1,COAD
55035,PTEN,28621,ZNF574,COAD
55035,PTEN,75972,SRPK3,COAD
55035,PTEN,79920,SSBP2,COAD
55035,PTEN,5572,SPHK2,COAD
55035,PTEN,32766,LTC4S,COAD
55035,PTEN,44730,IRF2BP2,COAD
55035,PTEN,63413,CUX1,COAD
55035,PTEN,16453,HES2,COAD
55035,PTEN,14649,GALT,COAD
55035,PTEN,4730,RXFP3,COAD
55035,PTEN,79670,CEBPE,COAD
55035,PTEN,58970,EML3,COAD
55035,PTEN,71016,DDAH2,COAD
55035,PTEN,41480,APAF1,COAD
55035,PTEN,88294,CIC,COAD
55035,PTEN,48467,LEFTY1,COAD
55035,PTEN,53064,PAQR4,COAD
55035,PTEN,93230,CDKN1C,COAD
55035,PTEN,26224,CKAP4,COAD
55035,PTEN,46060,ZFP91,COAD
55035,PTEN,24814,MRPL30,COAD
55035,PTEN,22953,RBBP7,COAD
55035,PTEN,18998,ZBTB41,COAD
55035,PTEN,36032,TXNDC11,COAD
55035,PTEN,12607,FUS,COAD
55035,PTEN,35996,NLGN2,COAD
55035,PTEN,26487,MPND,COAD
55035,PTEN,96385,HAMP,COAD
55035,PTEN,39161,EME2,COAD
55035,PTEN,92798,CLN8,COAD
55035,PTEN,65542,COX8A,COAD
55035,PTEN,73751,DCTN2,COAD
55035,PTEN,40454,PLEKHG3,COAD
55035,PTEN,31455,LMO1,COAD
55035,PTEN,33433,CYB5R3,COAD
55035,PTEN,18922,NOL3,COAD
55035,PTEN,85065,PNMT,COAD
55035,PTEN,40088,PITPNM2,COAD
55035,PTEN,63694,APRT,COAD
55035,PTEN,40401,PDXK,COAD
55035,PTEN,13446,PROCR,COAD
55035,PTEN,92364,PKMYT1,COAD
55035,PTEN,88838,PLCD3,COAD
55035,PTEN,14783,FBXO17,COAD
55035,PTEN,74994,CBX4,COAD
55035,PTEN,74401,FBXL15,COAD
55035,PTEN,87320,DCXR,COAD
55035,PTEN,18928,LETM2,COAD
55035,PTEN,54504,BCL9L,COAD
55035,PTEN,84798,KREMEN2,COAD
55035,PTEN,14127,NINJ2,COAD
55035,PTEN,75448,IL11,COAD
55035,PTEN,53943,CITED4,COAD
55035,PTEN,40504,BCAR1,COAD
55035,PTEN,49067,BET1L,COAD
55035,PTEN,89102,CLPB,COAD
55035,PTEN,57379,COPB1,COAD
55035,PTEN,56777,CDNF,COAD
55035,PTEN,93232,MXD1,COAD
55035,PTEN,7056,GGA2,COAD
55035,PTEN,62946,MRPS12,COAD
55035,PTEN,12121,LRP10,COAD
55035,PTEN,85171,ARL4D,COAD
55035,PTEN,4689,MESP2,COAD
55035,PTEN,79310,C19orf48,COAD
55035,PTEN,12001,OPRL1,COAD
55035,PTEN,5775,B3GAT3,COAD
55035,PTEN,18947,CALU,COAD
55035,PTEN,33096,BICD2,COAD
55035,PTEN,76932,PPP1R3G,COAD
55035,PTEN,72577,POLR2I,COAD
55035,PTEN,56778,ENO2,COAD
55035,PTEN,31241,DENND1B,COAD
55035,PTEN,26950,CARS2,COAD
55035,PTEN,31423,IFIH1,COAD
55035,PTEN,28708,MAFA,COAD
55035,PTEN,88065,NUMBL,COAD
55035,PTEN,42115,AKR7A2,COAD
55035,PTEN,83756,PHKG2,COAD
55035,PTEN,56215,MLLT6,COAD
55035,PTEN,1474,EFNA2,COAD
55035,PTEN,49280,SUOX,COAD
55035,PTEN,53079,HM13,COAD
55035,PTEN,66921,GPR62,COAD
55035,PTEN,2521,AGRN,COAD
55035,PTEN,14734,LBX1,COAD
55035,PTEN,25370,ATP7B,COAD
55035,PTEN,63590,DAP3,COAD
55035,PTEN,15513,CHERP,COAD
55035,PTEN,12092,ABCC4,COAD
55035,PTEN,18048,EXO1,COAD
55035,PTEN,72680,ATG4B,COAD
55035,PTEN,89335,FFAR1,COAD
55035,PTEN,18555,MARCKSL1,COAD
55035,PTEN,85589,BMP7,COAD
55035,PTEN,46848,BRSK2,COAD
55035,PTEN,26914,PRDM13,COAD
55035,PTEN,68344,KLK1,COAD
55035,PTEN,47162,AMH,COAD
55035,PTEN,41701,HAGHL,COAD
55035,PTEN,6423,ISL2,COAD
55035,PTEN,40046,GNG5,COAD
55035,PTEN,7130,CES2,COAD
55035,PTEN,21586,HS3ST3B1,COAD
55035,PTEN,9380,GPSM1,COAD
55035,PTEN,24236,BRF2,COAD
55035,PTEN,36615,EPHA2,COAD
55035,PTEN,28396,BLOC1S1,COAD
55035,PTEN,84340,COL6A2,COAD
55035,PTEN,15782,IRS1,COAD
55035,PTEN,33868,MED14,COAD
55035,PTEN,78445,NUDT8,COAD
55035,PTEN,19049,HSD11B1L,COAD
55035,PTEN,94667,PSMD2,COAD
55035,PTEN,21666,HRH1,COAD
55035,PTEN,84531,PFN1,COAD
55035,PTEN,68660,PBX3,COAD
55035,PTEN,12734,UCN,COAD
55035,PTEN,5834,HEATR6,COAD
55035,PTEN,13398,NMNAT3,COAD
55035,PTEN,32357,FAU,COAD
55035,PTEN,48513,INSL3,COAD
55035,PTEN,32149,MKS1,COAD
55035,PTEN,83518,HGFAC,COAD
55035,PTEN,95323,FSCN1,COAD
55035,PTEN,48284,BATF3,COAD
55035,PTEN,66519,ARHGAP23,COAD
55035,PTEN,52953,KAZALD1,COAD
55035,PTEN,26133,GRIN1,COAD
55035,PTEN,85233,CHRM4,COAD
55035,PTEN,65030,RPL13,COAD
55035,PTEN,45137,ARX,COAD
55035,PTEN,42687,COL18A1,COAD
55035,PTEN,40436,TRAP1,COAD
55035,PTEN,55671,FBXL6,COAD
55035,PTEN,8355,NBEAL1,COAD
55035,PTEN,1731,HSPA1B,COAD
55035,PTEN,60328,CYGB,COAD
55035,PTEN,27315,CEP57,COAD
55035,PTEN,71664,MAPK7,COAD
55035,PTEN,42636,NUDT1,COAD
55035,PTEN,54244,CAV2,COAD
55035,PTEN,79615,FOXQ1,COAD
55035,PTEN,24503,CAPS,COAD
55035,PTEN,17464,ADAM11,COAD
55035,PTEN,70472,ATMIN,COAD
55035,PTEN,88013,AASS,COAD
55035,PTEN,43062,PCSK6,COAD
55035,PTEN,56070,PACSIN3,COAD
55035,PTEN,36327,FEV,COAD
55035,PTEN,14625,NOXA1,COAD
55035,PTEN,3484,GPD1L,COAD
55035,PTEN,64528,CCS,COAD
55035,PTEN,50393,MYLPF,COAD
55035,PTEN,6271,PMPCA,COAD
55035,PTEN,60141,FZD7,COAD
55035,PTEN,58674,LAD1,COAD
55035,PTEN,87158,SLTM,COAD
55035,PTEN,23546,SEMA7A,COAD
55035,PTEN,49572,PCSK9,COAD
55035,PTEN,32856,PITRM1,COAD
55035,PTEN,28468,CDC34,COAD
55035,PTEN,13581,MAD2L1BP,COAD
55035,PTEN,13133,EIF1AX,COAD
55035,PTEN,74112,PEX10,COAD
55035,PTEN,51251,OGFOD1,COAD
55035,PTEN,86083,PHLPP2,COAD
55035,PTEN,54537,KCNQ1,COAD
55035,PTEN,43156,ILKAP,COAD
55035,PTEN,72865,ABHD11,COAD
55035,PTEN,65391,CLINT1,COAD
55035,PTEN,36797,OSBP2,COAD
55035,PTEN,89279,ERH,COAD
55035,PTEN,86615,EIF4A1,COAD
55035,PTEN,15888,GTF3C5,COAD
55035,PTEN,88225,PPP1CA,COAD
55035,PTEN,68119,MARCKS,COAD
55035,PTEN,69114,MT1F,COAD
55035,PTEN,15416,CDT1,COAD
55035,PTEN,12696,PSMD12,COAD
55035,PTEN,72809,AQP12A,COAD
55035,PTEN,37105,MYH9,COAD
55035,PTEN,60019,MNX1,COAD
55035,PTEN,13638,SOCS1,COAD
55035,PTEN,83857,ZNF33A,COAD
55035,PTEN,10847,TRADD,COAD
55035,PTEN,33224,RFTN1,COAD
55035,PTEN,49537,RASSF2,COAD
55035,PTEN,73571,RHBDL1,COAD
55035,PTEN,41146,BOK,COAD
55035,PTEN,53148,DRD4,COAD
55035,PTEN,48170,LLGL2,COAD
55035,PTEN,37160,RPS18,COAD
55035,PTEN,28038,ZNF746,COAD
55035,PTEN,60806,RPS21,COAD
55035,PTEN,26583,ZNF34,COAD
55035,PTEN,28275,RASGRP2,COAD
55035,PTEN,87567,C6orf62,COAD
55035,PTEN,91984,CFB,COAD
55035,PTEN,67461,LAP3,COAD
55035,PTEN,38863,PRSS22,COAD
55035,PTEN,68392,C2orf15,COAD
55035,PTEN,4508,PAQR6,COAD
55035,PTEN,26240,NR2C2AP,COAD
55035,PTEN,60075,C8G,COAD
55035,PTEN,1504,ZFR,COAD
55035,PTEN,45044,SLC25A6,COAD
55035,PTEN,61538,TAF8,COAD
55035,PTEN,17772,ZNF473,COAD
55035,PTEN,73076,SFTPD,COAD
55035,PTEN,76981,NPFFR1,COAD
55035,PTEN,84454,SLC35C1,COAD
55035,PTEN,81352,IGF2,COAD
55035,PTEN,2490,USP5,COAD
55035,PTEN,37117,PKP3,COAD
55035,PTEN,96295,HES6,COAD
55035,PTEN,25907,SH3BP4,COAD
55035,PTEN,42700,KCNK6,COAD
55035,PTEN,17374,RCE1,COAD
55035,PTEN,33393,RAD21,COAD
55035,PTEN,71,NR2F6,COAD
55035,PTEN,14786,CDC42EP5,COAD
55035,PTEN,76683,CDK2AP2,COAD
55035,PTEN,27800,ARHGEF1,COAD
55035,PTEN,31324,KLHL21,COAD
55035,PTEN,58861,GPX4,COAD
55035,PTEN,33904,FBXO42,COAD
55035,PTEN,52479,CHD1L,COAD
55035,PTEN,91729,HTR6,COAD
55035,PTEN,53328,GPAM,COAD
55035,PTEN,84693,TNFRSF8,COAD
55035,PTEN,16566,IL11RA,COAD
55035,PTEN,64730,SMUG1,COAD
55035,PTEN,35284,CHRM1,COAD
55035,PTEN,7567,HES5,COAD
55035,PTEN,55612,ATP6V1B2,COAD
55035,PTEN,7059,WRAP53,COAD
55035,PTEN,41279,KLF2,COAD
55035,PTEN,6155,ARNTL,COAD
55035,PTEN,1589,ZFPM1,COAD
55035,PTEN,24090,ST8SIA6,COAD
55035,PTEN,66964,EFEMP2,COAD
55035,PTEN,11265,PAPLN,COAD
55035,PTEN,34864,TRIM8,COAD
55035,PTEN,90341,UBAP2L,COAD
55035,PTEN,84041,SLC12A2,COAD
55035,PTEN,55988,PGP,COAD
55035,PTEN,15966,PDE9A,COAD
55035,PTEN,72504,THBD,COAD
55035,PTEN,73866,SYT1,COAD
55035,PTEN,33764,TFCP2L1,COAD
55035,PTEN,32909,B3GNT7,COAD
55035,PTEN,45589,RPLP0,COAD
55035,PTEN,17659,SS18L1,COAD
55035,PTEN,896,UBXN1,COAD
55035,PTEN,12153,SCNN1D,COAD
55035,PTEN,1007,ERAL1,COAD
57880,PSMB6,60732,KRAS,COAD
58113,SIRPA,60732,KRAS,COAD
60060,HEMK1,60732,KRAS,COAD
60080,SPATA17,60732,KRAS,COAD
60202,FBL,60732,KRAS,COAD
60732,KRAS,96300,NHEJ1,COAD
60732,KRAS,90811,B4GALT5,COAD
60732,KRAS,74169,VPS25,COAD
60732,KRAS,69393,ADAM10,COAD
60732,KRAS,46546,HKDC1,COAD
60732,KRAS,17565,DDR1,COAD
60732,KRAS,17206,BRIX1,COAD
60732,KRAS,50497,JMJD4,COAD
60732,KRAS,13411,HOXD4,COAD
60732,KRAS,95166,CCDC112,COAD
60732,KRAS,27119,DNM2,COAD
60732,KRAS,59084,CCDC114,COAD
60732,KRAS,86429,GSTCD,COAD
60732,KRAS,56648,CLK2,COAD
60732,KRAS,63654,MTNR1A,COAD
60732,KRAS,3371,RNFT1,COAD
60732,KRAS,79009,MFHAS1,COAD
60732,KRAS,13911,DOCK3,COAD
60732,KRAS,38580,IREB2,COAD
60732,KRAS,64062,STK32A,COAD
60732,KRAS,57022,MAPRE1,COAD
60732,KRAS,18839,MAP3K1,COAD
60732,KRAS,54782,SURF4,COAD
60732,KRAS,26526,PANK2,COAD
60732,KRAS,26149,SLC9A8,COAD
60732,KRAS,72687,PIK3CB,COAD
60732,KRAS,14197,PFDN6,COAD
60732,KRAS,7395,PRPF31,COAD
60732,KRAS,56095,RPL18A,COAD
60732,KRAS,3666,CDC25C,COAD
60732,KRAS,4607,NAPA,COAD
60732,KRAS,37660,SGPP1,COAD
60732,KRAS,41003,MAP3K6,COAD
60732,KRAS,42317,MED31,COAD
60732,KRAS,2486,SFPQ,COAD
60732,KRAS,42635,TBC1D8,COAD
60732,KRAS,26618,LMLN,COAD
60732,KRAS,11297,SNRPA1,COAD
60732,KRAS,62997,TAF1,COAD
60732,KRAS,72713,ZNF764,COAD
60732,KRAS,8386,SVIL,COAD
60732,KRAS,64969,PKNOX1,COAD
60732,KRAS,41979,NAB1,COAD
60732,KRAS,68719,PTPN13,COAD
60732,KRAS,1001,PRPF3,COAD
60732,KRAS,55432,CD83,COAD
60732,KRAS,30299,TFDP1,COAD
60732,KRAS,59644,RPS16,COAD
60732,KRAS,17358,PEX13,COAD
60732,KRAS,24720,RPS19,COAD
60732,KRAS,49570,NONO,COAD
60732,KRAS,36961,TTC27,COAD
60732,KRAS,14661,NXT2,COAD
60732,KRAS,11242,YWHAE,COAD
60732,KRAS,86138,SNRPD2,COAD
60732,KRAS,78442,COCH,COAD
60732,KRAS,51264,CWC22,COAD
60732,KRAS,73960,GSK3A,COAD
60732,KRAS,17166,BCAS2,COAD
60732,KRAS,46156,ANAPC10,COAD
60732,KRAS,48732,CDK12,COAD
60732,KRAS,48683,FNTB,COAD
60732,KRAS,32626,KDM5B,COAD
60732,KRAS,12902,ANAPC4,COAD
60732,KRAS,93127,CNOT1,COAD
60732,KRAS,7812,USP10,COAD
61920,RHBDL2,60732,KRAS,COAD
62653,GON4L,60732,KRAS,COAD
63271,PNPLA4,60732,KRAS,COAD
63653,NOL8,60732,KRAS,COAD
64078,MAP2K1,60732,KRAS,COAD
65421,C12orf56,60732,KRAS,COAD
66550,LAS1L,60732,KRAS,COAD
