a	b
35287.0	1039
68056.0	1040
84440.0	1041
2523.0	1042
18907.0	1043
84443.0	1044
2526.0	1045
84444.0	1046
18914.0	1047
84451.0	1048
51683.0	1049
84453.0	1050
2539.0	1051
51694.0	1052
84465.0	1053
35316.0	1054
18933.0	1055
18936.0	1056
18944.0	1057
68098.0	1058
18946.0	1059
2565.0	1060
68107.0	1061
18956.0	1062
68112.0	1063
2576.0	1064
51729.0	1065
18963.0	1066
68117.0	1067
51735.0	1068
18976.0	1069
2597.0	1070
35367.0	1071
35368.0	1072
51754.0	1073
68142.0	1074
84527.0	1075
68146.0	1076
51762.0	1077
84534.0	1078
35385.0	1079
19001.0	1080
68156.0	1081
51775.0	1082
35396.0	1083
84549.0	1084
84552.0	1085
35404.0	1086
35405.0	1087
19020.0	1088
68177.0	1089
84561.0	1090
51794.0	1091
35412.0	1092
2644.0	1093
19029.0	1094
68183.0	1095
51799.0	1096
68186.0	1097
84574.0	1098
68191.0	1099
35427.0	1100
35429.0	1101
19045.0	1102
2663.0	1103
51814.0	1104
35437.0	1105
35446.0	1106
19062.0	1107
35448.0	1108
68217.0	1109
35451.0	1110
84604.0	1111
19068.0	1112
68222.0	1113
2688.0	1114
84612.0	1115
84613.0	1116
2695.0	1117
68231.0	1118
2696.0	1119
51847.0	1120
2699.0	1121
68238.0	1122
19095.0	1123
84633.0	1124
2715.0	1125
19101.0	1126
2718.0	1127
2722.0	1128
84643.0	1129
84646.0	1130
35497.0	1131
2729.0	1132
84652.0	1133
84654.0	1134
35503.0	1135
2740.0	1136
68277.0	1137
84660.0	1138
51894.0	1139
19127.0	1140
84670.0	1141
84680.0	1142
68302.0	1143
51919.0	1144
2774.0	1145
84695.0	1146
51928.0	1147
84697.0	1148
19163.0	1149
68317.0	1150
68318.0	1151
2786.0	1152
2794.0	1153
84715.0	1154
51946.0	1155
2797.0	1156
19179.0	1157
84718.0	1158
51950.0	1159
2803.0	1160
19188.0	1161
35574.0	1162
35575.0	1163
2808.0	1164
68345.0	1165
35583.0	1166
84739.0	1167
19204.0	1168
51973.0	1169
35596.0	1170
51989.0	1171
35610.0	1172
84766.0	1173
2847.0	1174
2848.0	1175
84767.0	1176
68387.0	1177
2852.0	1178
2853.0	1179
2854.0	1180
19238.0	1181
52008.0	1182
35627.0	1183
19243.0	1184
68397.0	1185
2862.0	1186
35630.0	1187
84780.0	1188
35635.0	1189
19253.0	1190
35638.0	1191
52022.0	1192
68409.0	1193
68415.0	1194
35648.0	1195
2880.0	1196
19266.0	1197
84803.0	1198
84807.0	1199
52039.0	1200
19276.0	1201
35662.0	1202
19279.0	1203
35664.0	1204
84817.0	1205
35666.0	1206
68439.0	1207
68441.0	1208
19289.0	1209
2908.0	1210
2910.0	1211
84832.0	1212
52070.0	1213
52071.0	1214
19305.0	1215
52076.0	1216
19309.0	1217
52081.0	1218
35698.0	1219
2932.0	1220
2933.0	1221
84853.0	1222
19317.0	1223
52085.0	1224
2942.0	1225
68479.0	1226
19329.0	1227
19331.0	1228
35718.0	1229
84873.0	1230
84880.0	1231
52115.0	1232
19350.0	1233
19352.0	1234
68508.0	1235
68514.0	1236
2979.0	1237
35748.0	1238
52134.0	1239
68520.0	1240
52145.0	1241
35761.0	1242
68531.0	1243
2998.0	1244
84920.0	1245
68538.0	1246
3003.0	1247
19386.0	1248
52163.0	1249
35782.0	1250
19400.0	1251
52169.0	1252
68556.0	1253
52174.0	1254
84944.0	1255
19413.0	1256
19417.0	1257
68573.0	1258
19430.0	1259
19431.0	1260
3048.0	1261
52201.0	1262
68588.0	1263
52206.0	1264
35823.0	1265
52207.0	1266
35829.0	1267
19446.0	1268
52215.0	1269
68602.0	1270
84988.0	1271
84991.0	1272
19461.0	1273
35848.0	1274
85003.0	1275
3085.0	1276
52237.0	1277
19473.0	1278
85011.0	1279
35862.0	1280
3100.0	1281
3101.0	1282
52252.0	1283
3103.0	1284
35875.0	1285
52263.0	1286
19496.0	1287
68650.0	1288
68651.0	1289
52270.0	1290
85042.0	1291
85046.0	1292
68663.0	1293
19511.0	1294
85053.0	1295
3137.0	1296
35908.0	1297
68684.0	1298
35917.0	1299
3150.0	1300
35923.0	1301
19544.0	1302
19545.0	1303
52313.0	1304
3163.0	1305
85082.0	1306
85083.0	1307
52315.0	1308
68715.0	1309
35955.0	1310
52342.0	1311
35962.0	1312
85116.0	1313
52350.0	1314
68735.0	1315
19587.0	1316
19589.0	1317
19592.0	1318
68744.0	1319
3212.0	1320
68749.0	1321
85136.0	1322
85137.0	1323
85142.0	1324
68760.0	1325
3225.0	1326
35994.0	1327
35993.0	1328
52380.0	1329
68770.0	1330
3234.0	1331
85155.0	1332
52390.0	1333
68777.0	1334
36010.0	1335
52394.0	1336
36013.0	1337
52397.0	1338
19632.0	1339
3249.0	1340
36017.0	1341
85172.0	1342
19638.0	1343
36024.0	1344
85176.0	1345
85177.0	1346
85186.0	1347
68805.0	1348
3273.0	1349
85193.0	1350
85194.0	1351
85197.0	1352
19665.0	1353
19668.0	1354
52441.0	1355
3291.0	1356
68833.0	1357
52449.0	1358
85219.0	1359
3302.0	1360
52454.0	1361
19687.0	1362
85226.0	1363
19690.0	1364
19693.0	1365
3315.0	1366
68859.0	1367
19708.0	1368
19710.0	1369
3330.0	1370
52485.0	1371
68872.0	1372
85256.0	1373
68880.0	1374
85264.0	1375
19729.0	1376
52505.0	1377
19738.0	1378
68899.0	1379
85287.0	1380
85288.0	1381
52519.0	1382
3370.0	1383
68907.0	1384
68910.0	1385
68911.0	1386
36145.0	1387
68914.0	1388
3378.0	1389
52530.0	1390
3385.0	1391
52538.0	1392
85308.0	1393
36163.0	1394
19780.0	1395
36167.0	1396
36173.0	1397
68941.0	1398
3407.0	1399
3408.0	1400
36177.0	1401
36178.0	1402
85325.0	1403
19790.0	1404
19793.0	1405
19799.0	1406
85340.0	1407
68959.0	1408
19809.0	1409
52579.0	1410
36197.0	1411
52581.0	1412
85353.0	1413
19819.0	1414
68972.0	1415
19823.0	1416
3441.0	1417
85364.0	1418
85367.0	1419
3453.0	1420
85373.0	1421
36224.0	1422
85376.0	1423
3456.0	1424
68993.0	1425
52610.0	1426
3465.0	1427
36236.0	1428
19855.0	1429
85392.0	1430
19860.0	1431
85397.0	1432
3487.0	1433
36255.0	1434
69025.0	1435
3490.0	1436
69023.0	1437
19881.0	1438
19883.0	1439
52651.0	1440
52655.0	1441
85432.0	1442
69050.0	1443
52670.0	1444
69056.0	1445
69061.0	1446
85445.0	1447
3527.0	1448
3528.0	1449
3530.0	1450
36303.0	1451
69077.0	1452
3542.0	1453
52693.0	1454
85463.0	1455
69083.0	1456
19931.0	1457
36319.0	1458
36320.0	1459
19942.0	1460
19948.0	1461
19951.0	1462
36336.0	1463
69106.0	1464
52724.0	1465
69110.0	1466
19962.0	1467
3583.0	1468
69121.0	1469
19969.0	1470
19976.0	1471
3593.0	1472
85516.0	1473
3602.0	1474
19986.0	1475
52756.0	1476
3606.0	1477
69144.0	1478
69145.0	1479
3611.0	1480
3613.0	1481
69150.0	1482
85543.0	1483
20007.0	1484
85544.0	1485
3627.0	1486
20011.0	1487
69167.0	1488
85551.0	1489
3638.0	1490
3641.0	1491
52802.0	1492
85573.0	1493
3657.0	1494
85578.0	1495
3660.0	1496
69198.0	1497
36432.0	1498
85586.0	1499
36438.0	1500
3673.0	1501
20057.0	1502
36443.0	1503
69212.0	1504
3675.0	1505
52830.0	1506
85600.0	1507
3683.0	1508
36452.0	1509
85605.0	1510
52841.0	1511
85610.0	1512
36460.0	1513
69228.0	1514
85614.0	1515
52849.0	1516
3698.0	1517
85619.0	1518
52852.0	1519
85618.0	1520
52854.0	1521
3705.0	1522
85625.0	1523
85627.0	1524
3708.0	1525
85630.0	1526
85632.0	1527
3713.0	1528
3718.0	1529
3719.0	1530
52870.0	1531
85647.0	1532
85652.0	1533
20117.0	1534
36503.0	1535
85659.0	1536
52895.0	1537
20129.0	1538
69282.0	1539
69283.0	1540
36517.0	1541
20133.0	1542
3754.0	1543
36523.0	1544
20139.0	1545
69294.0	1546
3758.0	1547
85678.0	1548
3762.0	1549
20146.0	1550
69300.0	1551
3767.0	1552
36537.0	1553
85692.0	1554
36545.0	1555
20162.0	1556
3780.0	1557
85709.0	1558
85710.0	1559
36563.0	1560
69336.0	1561
20188.0	1562
85724.0	1563
85726.0	1564
52959.0	1565
36577.0	1566
36581.0	1567
85734.0	1568
52967.0	1569
69357.0	1570
36589.0	1571
20208.0	1572
85748.0	1573
69368.0	1574
69369.0	1575
52985.0	1576
20220.0	1577
20222.0	1578
36610.0	1579
52996.0	1580
85765.0	1581
36615.0	1582
85767.0	1583
69385.0	1584
36619.0	1585
3852.0	1586
85771.0	1587
85776.0	1588
3860.0	1589
36634.0	1590
3868.0	1591
36636.0	1592
36643.0	1593
36647.0	1594
53033.0	1595
85802.0	1596
20267.0	1597
69423.0	1598
36656.0	1599
20271.0	1600
53043.0	1601
69429.0	1602
36662.0	1603
69431.0	1604
36669.0	1605
36671.0	1606
36673.0	1607
3910.0	1608
36680.0	1609
85832.0	1610
36682.0	1611
3915.0	1612
20296.0	1613
20301.0	1614
20304.0	1615
36688.0	1616
3920.0	1617
85842.0	1618
20309.0	1619
3927.0	1620
3936.0	1621
53090.0	1622
3941.0	1623
3949.0	1624
20333.0	1625
69487.0	1626
36720.0	1627
85872.0	1628
53104.0	1629
69492.0	1630
3963.0	1631
69500.0	1632
20348.0	1633
85890.0	1634
20354.0	1635
69514.0	1636
85899.0	1637
69519.0	1638
85904.0	1639
69523.0	1640
69525.0	1641
20373.0	1642
69528.0	1643
36767.0	1644
85920.0	1645
85921.0	1646
36770.0	1647
85923.0	1648
69541.0	1649
36776.0	1650
53160.0	1651
36788.0	1652
20405.0	1653
36790.0	1654
4022.0	1655
69562.0	1656
85947.0	1657
4028.0	1658
53180.0	1659
85949.0	1660
69568.0	1661
4034.0	1662
85955.0	1663
69573.0	1664
36806.0	1665
36807.0	1666
4040.0	1667
20428.0	1668
36814.0	1669
85966.0	1670
36816.0	1671
85970.0	1672
36822.0	1673
4055.0	1674
36825.0	1675
4064.0	1676
85990.0	1677
69607.0	1678
85991.0	1679
20454.0	1680
20462.0	1681
53232.0	1682
36858.0	1683
20474.0	1684
4098.0	1685
36869.0	1686
69640.0	1687
20489.0	1688
86026.0	1689
4111.0	1690
69647.0	1691
36884.0	1692
53268.0	1693
86043.0	1694
20512.0	1695
4131.0	1696
36901.0	1697
4133.0	1698
53290.0	1699
53291.0	1700
36908.0	1701
69682.0	1702
53298.0	1703
20531.0	1704
20533.0	1705
69686.0	1706
36918.0	1707
86070.0	1708
53304.0	1709
53306.0	1710
20545.0	1711
69700.0	1712
36933.0	1713
86084.0	1714
20551.0	1715
4179.0	1716
36948.0	1717
36947.0	1718
20563.0	1719
53334.0	1720
36952.0	1721
20568.0	1722
4189.0	1723
4196.0	1724
86121.0	1725
4205.0	1726
69742.0	1727
20589.0	1728
86131.0	1729
69750.0	1730
53366.0	1731
36984.0	1732
20599.0	1733
53370.0	1734
53374.0	1735
69759.0	1736
4225.0	1737
86145.0	1738
69770.0	1739
69773.0	1740
37007.0	1741
69776.0	1742
86161.0	1743
53401.0	1744
4253.0	1745
53406.0	1746
69800.0	1747
69801.0	1748
20649.0	1749
37035.0	1750
4276.0	1751
69814.0	1752
4280.0	1753
53433.0	1754
37053.0	1755
86211.0	1756
86212.0	1757
4293.0	1758
37070.0	1759
20686.0	1760
4308.0	1761
20694.0	1762
53462.0	1763
37088.0	1764
53472.0	1765
37090.0	1766
37092.0	1767
53476.0	1768
53478.0	1769
20712.0	1770
4336.0	1771
20720.0	1772
20722.0	1773
69875.0	1774
20725.0	1775
53504.0	1776
53512.0	1777
53514.0	1778
4363.0	1779
69899.0	1780
20748.0	1781
37134.0	1782
53517.0	1783
86286.0	1784
37138.0	1785
37139.0	1786
53526.0	1787
37143.0	1788
53528.0	1789
37145.0	1790
86297.0	1791
37150.0	1792
37151.0	1793
4386.0	1794
4387.0	1795
53539.0	1796
4389.0	1797
37157.0	1798
53540.0	1799
69928.0	1800
69930.0	1801
37162.0	1802
20780.0	1803
4394.0	1804
53550.0	1805
4401.0	1806
53553.0	1807
4403.0	1808
53556.0	1809
20792.0	1810
20794.0	1811
53563.0	1812
4412.0	1813
69948.0	1814
4415.0	1815
53569.0	1816
4419.0	1817
53572.0	1818
20810.0	1819
53581.0	1820
20814.0	1821
37202.0	1822
69970.0	1823
69972.0	1824
20819.0	1825
86362.0	1826
69992.0	1827
20844.0	1828
20849.0	1829
53622.0	1830
70008.0	1831
4473.0	1832
4474.0	1833
70010.0	1834
