111.0	3	11496.0
111.0	3	366.0
111.0	3	14734.0
111.0	3	9076.0
111.0	3	14635.0
111.0	3	3994.0
111.0	3	10842.0
111.0	3	6708.0
111.0	3	6849.0
111.0	3	9400.0
111.0	3	12197.0
111.0	3	11192.0
111.0	3	1112.0
111.0	3	5050.0
111.0	4	14432.0
111.0	4	12630.0
111.0	4	12615.0
111.0	4	11476.0
111.0	4	5262.0
111.0	4	3402.0
111.0	4	4266.0
111.0	4	784.0
111.0	4	11697.0
111.0	7	13349.0
215.0	3	12894.0
215.0	3	12613.0
215.0	3	6687.0
215.0	3	1532.0
215.0	4	3722.0
215.0	4	5925.0
215.0	4	5262.0
215.0	4	784.0
517.0	3	14214.0
517.0	3	11476.0
517.0	4	219.0
517.0	4	784.0
517.0	4	5262.0
667.0	3	12832.0
667.0	3	111.0
667.0	3	4564.0
667.0	3	12613.0
667.0	3	14734.0
667.0	3	9033.0
667.0	3	1300.0
667.0	3	9567.0
667.0	3	1112.0
667.0	3	12894.0
667.0	3	12525.0
667.0	3	1532.0
667.0	3	699.0
667.0	3	9076.0
667.0	3	10596.0
667.0	3	5050.0
667.0	3	14635.0
667.0	3	13626.0
667.0	4	784.0
667.0	4	9026.0
667.0	4	7920.0
667.0	4	9079.0
1113.0	4	5262.0
1300.0	4	12077.0
1300.0	4	7614.0
1300.0	4	3722.0
1452.0	3	12077.0
1452.0	3	6330.0
1452.0	3	13304.0
1452.0	3	6507.0
1452.0	3	8243.0
1452.0	4	5262.0
1632.0	4	5262.0
1632.0	4	7402.0
1988.0	3	12613.0
1988.0	4	5262.0
2373.0	4	9079.0
2373.0	4	12498.0
2373.0	4	5968.0
2443.0	4	3331.0
2443.0	4	5262.0
2443.0	4	517.0
2461.0	3	8204.0
2461.0	3	11476.0
2461.0	3	6330.0
2566.0	3	12613.0
2566.0	4	5262.0
2566.0	4	982.0
2566.0	4	3445.0
2733.0	3	5050.0
2733.0	4	12312.0
2733.0	4	5262.0
2805.0	3	1532.0
2805.0	3	5050.0
2805.0	3	11496.0
2805.0	3	9076.0
2805.0	3	13626.0
2805.0	3	4142.0
2805.0	7	12323.0
3002.0	3	12077.0
3002.0	3	6687.0
3263.0	4	10733.0
3349.0	3	6330.0
3349.0	4	443.0
3349.0	4	5262.0
3379.0	3	8231.0
3379.0	3	7213.0
3379.0	3	9062.0
3379.0	3	7371.0
3379.0	3	7899.0
3379.0	3	9076.0
3379.0	3	12894.0
3379.0	3	252.0
3379.0	3	9740.0
3379.0	3	4564.0
3379.0	4	366.0
3379.0	4	784.0
3379.0	4	13324.0
3379.0	4	12292.0
3379.0	4	5637.0
3379.0	4	5262.0
3379.0	4	9836.0
3379.0	4	12630.0
3379.0	4	13228.0
3379.0	4	4551.0
3379.0	4	219.0
3379.0	4	3616.0
3690.0	4	289.0
3851.0	4	5262.0
3851.0	4	4464.0
4266.0	3	9076.0
4266.0	3	6651.0
4266.0	3	11624.0
4266.0	3	6330.0
4266.0	3	12984.0
4266.0	3	8570.0
4266.0	3	9567.0
4266.0	3	5102.0
4266.0	3	11476.0
4266.0	3	14734.0
4266.0	3	14432.0
4266.0	3	11496.0
4266.0	3	11192.0
4266.0	3	366.0
4266.0	3	1112.0
4266.0	3	6470.0
4266.0	4	10282.0
4266.0	4	10694.0
4266.0	4	12985.0
4266.0	4	12630.0
4266.0	4	5262.0
4266.0	4	219.0
4266.0	4	9567.0
4266.0	4	1619.0
4266.0	4	3402.0
4266.0	4	7422.0
4266.0	4	9076.0
4377.0	4	219.0
4377.0	4	13175.0
4377.0	4	5262.0
4405.0	3	1532.0
4405.0	4	1567.0
4405.0	4	3722.0
4405.0	4	9836.0
4405.0	4	4824.0
4405.0	4	6586.0
4405.0	4	784.0
4405.0	4	6443.0
4405.0	4	3334.0
4405.0	4	4266.0
4405.0	4	6848.0
4405.0	4	11350.0
4405.0	4	5262.0
4405.0	4	12613.0
4405.0	4	982.0
4405.0	4	13626.0
4464.0	4	13618.0
4534.0	3	13626.0
4534.0	3	982.0
4534.0	3	6687.0
4534.0	3	9033.0
4534.0	3	12894.0
4534.0	3	4824.0
4534.0	3	6933.0
4534.0	3	12613.0
4534.0	3	12077.0
4534.0	3	14214.0
4534.0	3	8204.0
4534.0	3	215.0
4534.0	4	12681.0
4534.0	4	11314.0
4534.0	4	7932.0
4534.0	4	7860.0
4534.0	4	9501.0
4534.0	4	12613.0
4534.0	4	11234.0
4534.0	4	10746.0
4534.0	4	10733.0
4534.0	4	10020.0
4534.0	4	3445.0
4534.0	4	4142.0
4534.0	4	12077.0
4534.0	4	1988.0
4534.0	4	5262.0
4534.0	4	3722.0
4534.0	4	4424.0
4534.0	4	12894.0
4534.0	4	14651.0
4534.0	4	11697.0
4534.0	4	13175.0
4534.0	4	3408.0
4534.0	4	4675.0
4534.0	4	11340.0
4534.0	4	12037.0
4675.0	3	1655.0
4675.0	3	6651.0
4675.0	3	14214.0
4675.0	3	1532.0
4675.0	3	12077.0
4675.0	3	10842.0
4675.0	3	4564.0
4675.0	3	12613.0
4675.0	3	9740.0
4675.0	3	14300.0
4675.0	3	5050.0
4675.0	3	252.0
4675.0	4	7402.0
4675.0	4	4405.0
4675.0	4	784.0
4675.0	4	4266.0
4675.0	4	219.0
4675.0	4	9858.0
4675.0	4	14360.0
4675.0	4	9026.0
4675.0	4	10020.0
4675.0	4	5262.0
4675.0	4	758.0
4986.0	4	11009.0
4992.0	3	5050.0
4992.0	3	3445.0
4992.0	3	215.0
4992.0	3	4377.0
4992.0	3	14365.0
4992.0	3	111.0
4992.0	3	4564.0
5021.0	4	457.0
5237.0	3	13626.0
5237.0	3	4564.0
5237.0	3	8243.0
5237.0	3	12894.0
5237.0	3	9403.0
5262.0	3	1532.0
5262.0	3	13626.0
5262.0	3	8243.0
5262.0	3	10499.0
5262.0	3	14635.0
5262.0	3	699.0
5262.0	3	10084.0
5262.0	3	111.0
5262.0	3	1112.0
5262.0	3	9076.0
5262.0	3	1300.0
5262.0	3	14734.0
5262.0	4	11340.0
5262.0	4	4464.0
5262.0	4	13149.0
5262.0	4	7135.0
5262.0	4	7129.0
5262.0	4	3722.0
5262.0	4	10499.0
5262.0	4	11862.0
5262.0	4	1941.0
5262.0	4	6228.0
5262.0	4	11076.0
5262.0	4	8522.0
5262.0	4	1314.0
5262.0	4	12077.0
5262.0	4	1470.0
5262.0	4	11444.0
5262.0	4	823.0
5262.0	4	6687.0
5262.0	4	7920.0
5262.0	4	9496.0
5262.0	4	14491.0
5262.0	4	3331.0
5262.0	4	10694.0
5262.0	4	14365.0
5262.0	4	12197.0
5262.0	4	11192.0
5262.0	4	515.0
5262.0	4	11496.0
5262.0	4	8822.0
5262.0	4	12681.0
5262.0	4	8211.0
5262.0	4	4890.0
5262.0	4	891.0
5262.0	4	10159.0
5262.0	4	11414.0
5262.0	4	9079.0
5262.0	4	4802.0
5262.0	4	2373.0
5262.0	4	13356.0
5262.0	4	1088.0
5262.0	4	13324.0
5262.0	4	6230.0
5262.0	4	3512.0
5262.0	4	8812.0
5262.0	4	4933.0
