gene1,gene2,class,cancer
COMMD8,MYC,0,SKCM
KCND2,MYC,0,SKCM
FSTL1,MYC,0,SKCM
MYC,NISCH,0,SKCM
MYC,TMEM136,0,SKCM
MYC,RHBDD3,0,SKCM
FAM174A,MYC,0,SKCM
DHX37,MYC,0,SKCM
HNMT,MYC,0,SKCM
IFT52,MYC,0,SKCM
MYC,PCDH9,0,SKCM
C8G,MYC,0,SKCM
MYC,PIKFYVE,0,SKCM
MYC,SAMD12,0,SKCM
MYC,NDUFB11,0,SKCM
CBS,MYC,0,SKCM
MYC,PDZD2,0,SKCM
CASP1,MYC,0,SKCM
MYC,TM4SF5,0,SKCM
FAM83A,MYC,0,SKCM
CNPY4,MYC,0,SKCM
APOC1,MYC,0,SKCM
ARL8A,MYC,0,SKCM
ERCC1,MYC,0,SKCM
GDPD3,MYC,0,SKCM
ARR3,MYC,0,SKCM
MBTPS1,MYC,0,SKCM
MUT,MYC,0,SKCM
MYC,RD3,0,SKCM
EIF4EBP3,MYC,0,SKCM
MYC,TOP1MT,0,SKCM
C6orf221,MYC,0,SKCM
ERCC6L,MYC,0,SKCM
MYC,TAS2R50,0,SKCM
GOLPH3L,MYC,0,SKCM
MYC,OXTR,0,SKCM
LHB,MYC,0,SKCM
MYC,RAB9B,0,SKCM
ACTR3C,MYC,0,SKCM
BRDT,MYC,0,SKCM
MYC,NEK5,0,SKCM
MYC,NXT2,0,SKCM
GPR12,MYC,0,SKCM
HS6ST2,MYC,0,SKCM
KCNN2,MYC,0,SKCM
CRCP,MYC,0,SKCM
HMG20B,MYC,0,SKCM
CALML4,MYC,0,SKCM
FXYD6,MYC,0,SKCM
CCDC148,MYC,0,SKCM
MYC,SAP30BP,0,SKCM
EMILIN3,MYC,0,SKCM
C17orf47,MYC,0,SKCM
MYC,RHOBTB1,0,SKCM
MYC,TNRC6A,0,SKCM
MYC,PDCD2,0,SKCM
MYC,TMEM49,0,SKCM
MYC,MYH11,0,SKCM
BMPER,MYC,0,SKCM
MYC,VPREB3,0,SKCM
MYC,SCUBE3,0,SKCM
INTS10,MYC,0,SKCM
CHIC1,MYC,0,SKCM
MYC,WFDC2,0,SKCM
MYC,SPATA31D3,0,SKCM
LRRC42,MYC,0,SKCM
MYC,UGT3A1,0,SKCM
IFLTD1,MYC,0,SKCM
HNRNPL,MYC,0,SKCM
MYC,TDRD9,0,SKCM
MYC,ROBLD3,0,SKCM
MRPL47,MYC,0,SKCM
MYC,N4BP2L1,0,SKCM
KHSRP,MYC,0,SKCM
JAK3,MYC,0,SKCM
MYC,NINJ2,0,SKCM
MYC,TMEM165,0,SKCM
MEFV,MYC,0,SKCM
MYC,TTYH2,0,SKCM
FOXN2,MYC,0,SKCM
FAM21C,MYC,0,SKCM
ECE2,MYC,0,SKCM
ANGPTL1,MYC,0,SKCM
MYC,S100PBP,0,SKCM
AKAP1,MYC,0,SKCM
MED20,MYC,0,SKCM
MYC,TMEM120A,0,SKCM
MYC,TXNDC5,0,SKCM
MYC,PPP1R7,0,SKCM
DEFB107A,MYC,0,SKCM
MYC,SLC26A9,0,SKCM
MYC,WASF2,0,SKCM
CLDN25,MYC,0,SKCM
KDM4DL,MYC,0,SKCM
KDM5C,MYC,0,SKCM
MYC,PLEK2,0,SKCM
GARNL3,MYC,0,SKCM
C19orf75,MYC,0,SKCM
AQP11,MYC,0,SKCM
IRGC,MYC,0,SKCM
DAND5,MYC,0,SKCM
MYC,SRGN,0,SKCM
MRPL18,MYC,0,SKCM
MYC,NBEA,0,SKCM
C3orf35,MYC,0,SKCM
C20orf160,MYC,0,SKCM
GRB10,MYC,0,SKCM
MYC,ZNF350,0,SKCM
MYC,UPB1,0,SKCM
MPP4,MYC,0,SKCM
HIST1H4G,MYC,0,SKCM
MYC,PI4KA,0,SKCM
MYC,ZNF613,0,SKCM
MYC,STK24,0,SKCM
GTF2I,MYC,0,SKCM
ABCB6,MYC,0,SKCM
GHITM,MYC,0,SKCM
KDM3B,MYC,0,SKCM
CTDSP2,MYC,0,SKCM
MYC,SYT16,0,SKCM
FYTTD1,MYC,0,SKCM
MYC,SMARCE1,0,SKCM
FOXD4L6,MYC,0,SKCM
MYC,VPS52,0,SKCM
MAZ,MYC,0,SKCM
CYB5D2,MYC,0,SKCM
CHRNE,MYC,0,SKCM
MYC,TECPR2,0,SKCM
MYC,NOSIP,0,SKCM
CDH16,MYC,0,SKCM
MYC,SEC24D,0,SKCM
C7orf31,MYC,0,SKCM
MYC,PTPRT,0,SKCM
MYC,PRLH,0,SKCM
MYC,RAB24,0,SKCM
CBL,MYC,0,SKCM
METTL6,MYC,0,SKCM
MYC,TMEM135,0,SKCM
MYC,OR4C46,0,SKCM
MYC,NSL1,0,SKCM
MYC,TAF13,0,SKCM
HAPLN3,MYC,0,SKCM
LDHC,MYC,0,SKCM
MYC,NCKAP1L,0,SKCM
C1orf69,MYC,0,SKCM
CCT4,MYC,0,SKCM
MYC,PRMT6,0,SKCM
KLF13,MYC,0,SKCM
ARHGAP33,MYC,0,SKCM
B4GALT7,MYC,0,SKCM
MYC,TMEM39B,0,SKCM
MRPS35,MYC,0,SKCM
AP2A1,MYC,0,SKCM
CBX5,MYC,0,SKCM
MYC,SPCS3,0,SKCM
MYC,OR2S2,0,SKCM
LRRC4,MYC,0,SKCM
KAZ,MYC,0,SKCM
MYC,NADK,0,SKCM
DPP4,MYC,0,SKCM
DYNLRB2,MYC,0,SKCM
MYC,SNIP1,0,SKCM
MYC,THBS3,0,SKCM
C17orf72,MYC,0,SKCM
MYC,PLA2G4A,0,SKCM
KIAA1109,MYC,0,SKCM
MTX3,MYC,0,SKCM
AWAT2,MYC,0,SKCM
DNAJA1,MYC,0,SKCM
MYC,RBM20,0,SKCM
MYC,RALGPS1,0,SKCM
MYC,PFDN5,0,SKCM
API5,MYC,0,SKCM
DHX30,MYC,0,SKCM
MYC,RG9MTD1,0,SKCM
ASB16,MYC,0,SKCM
C2orf49,MYC,0,SKCM
B4GALNT2,MYC,0,SKCM
MYC,SERPINA12,0,SKCM
BCL11B,MYC,0,SKCM
MYC,ZDHHC4,0,SKCM
HSPA14,MYC,0,SKCM
ATF1,MYC,0,SKCM
MYC,PHB2,0,SKCM
HEY1,MYC,0,SKCM
FAM179B,MYC,0,SKCM
MYC,PTPRN,0,SKCM
MYC,WSB2,0,SKCM
MYC,SRBD1,0,SKCM
ELF3,MYC,0,SKCM
MYC,PCDHGA1,0,SKCM
MYC,PRICKLE3,0,SKCM
KRT3,MYC,0,SKCM
MYC,STRN,0,SKCM
MYC,UNC13B,0,SKCM
MYC,ZNF142,0,SKCM
MYC,WDR49,0,SKCM
MYC,UBR3,0,SKCM
CLN5,MYC,0,SKCM
MYC,TSTD1,0,SKCM
LASS4,MYC,0,SKCM
C20orf72,MYC,0,SKCM
BLOC1S2,MYC,0,SKCM
MYC,PROZ,0,SKCM
MYC,SSX2,0,SKCM
C14orf21,MYC,0,SKCM
CNBP,MYC,0,SKCM
FUT1,MYC,0,SKCM
MYC,TIMM9,0,SKCM
MYC,TCL1B,0,SKCM
KRT4,MYC,0,SKCM
MYC,PRDM4,0,SKCM
ADAMTS17,MYC,0,SKCM
MYC,TRIB1,1,SKCM
KRBA2,MYC,0,SKCM
MYC,RCC2,0,SKCM
MYC,ZNF286B,0,SKCM
CLSTN1,MYC,0,SKCM
FBXO17,MYC,0,SKCM
FES,MYC,0,SKCM
LCN12,MYC,0,SKCM
MYC,PHGR1,0,SKCM
HLTF,MYC,0,SKCM
MYC,ZNF576,0,SKCM
CYTH4,MYC,0,SKCM
MYC,ZNF90,0,SKCM
GPR44,MYC,0,SKCM
MYC,PPP4R4,0,SKCM
C12orf26,MYC,0,SKCM
MYC,ROS1,0,SKCM
MYC,PARP6,0,SKCM
GDF11,MYC,0,SKCM
KIAA1147,MYC,0,SKCM
LRIT3,MYC,0,SKCM
MYC,SIRT2,0,SKCM
DCP2,MYC,0,SKCM
GPR55,MYC,0,SKCM
MYC,RAB4B,0,SKCM
MYC,NOL11,0,SKCM
MYC,NBPF10,0,SKCM
KIF2A,MYC,0,SKCM
MYC,TADA3,0,SKCM
MYC,SLC46A3,0,SKCM
MYC,SERPINB1,0,SKCM
MYC,ZDHHC17,0,SKCM
MYC,SYNPR,0,SKCM
B4GALT2,MYC,0,SKCM
MYC,ZNF25,0,SKCM
MYC,SFRS14,0,SKCM
MYC,WFDC10B,0,SKCM
MYC,WDFY4,0,SKCM
MYC,VWA2,0,SKCM
ACSM2A,MYC,0,SKCM
MYC,SLC17A6,0,SKCM
MYC,SUDS3,0,SKCM
C22orf34,MYC,0,SKCM
GAPVD1,MYC,0,SKCM
CCL8,MYC,0,SKCM
MYC,NDUFC2,0,SKCM
CCL2,MYC,0,SKCM
IL26,MYC,0,SKCM
MYC,STX11,0,SKCM
MYC,TCEA3,0,SKCM
HMGXB4,MYC,0,SKCM
CHD9,MYC,0,SKCM
MYC,WDR31,0,SKCM
KCNK17,MYC,0,SKCM
MYC,UBR1,0,SKCM
DAZAP2,MYC,0,SKCM
CIDECP,MYC,0,SKCM
MYC,TMPRSS11B,0,SKCM
MYC,RCC1,0,SKCM
APOBEC4,MYC,0,SKCM
MYC,TNFRSF13B,0,SKCM
MTMR2,MYC,0,SKCM
LIPC,MYC,0,SKCM
MYC,PEX5L,0,SKCM
CRIP3,MYC,0,SKCM
MID2,MYC,0,SKCM
MYC,RNGTT,0,SKCM
MYC,ZNF273,0,SKCM
MYC,OR2F2,0,SKCM
DHX16,MYC,0,SKCM
COX7A2L,MYC,0,SKCM
MYC,TYMS,0,SKCM
MYC,RPL18,0,SKCM
ERG,MYC,0,SKCM
MPP5,MYC,0,SKCM
MYC,SEPT3,0,SKCM
CNNM4,MYC,0,SKCM
MYC,PMS2L3,0,SKCM
MYC,TUBB8,0,SKCM
MYC,PMF1,0,SKCM
MYC,PSMA4,0,SKCM
EHBP1,MYC,0,SKCM
MYC,TDRD3,0,SKCM
CDC5L,MYC,0,SKCM
AHSA1,MYC,0,SKCM
MYC,NUDT18,0,SKCM
MYC,ZNF540,0,SKCM
MYC,SDAD1,0,SKCM
CNPY2,MYC,0,SKCM
ERH,MYC,0,SKCM
FAM71F1,MYC,0,SKCM
MYC,PNPO,0,SKCM
FZD1,MYC,0,SKCM
C11orf35,MYC,0,SKCM
DUSP18,MYC,0,SKCM
FOXJ1,MYC,0,SKCM
MYC,ZNF34,0,SKCM
LCE3C,MYC,0,SKCM
IMP4,MYC,0,SKCM
MYC,PRUNE2,0,SKCM
C15orf26,MYC,0,SKCM
ARID3B,MYC,0,SKCM
MYC,RPL3L,0,SKCM
IGFBPL1,MYC,0,SKCM
GET4,MYC,0,SKCM
MYC,PGPEP1,0,SKCM
MTERFD1,MYC,0,SKCM
MYC,YLPM1,0,SKCM
CCNG1,MYC,0,SKCM
DCBLD2,MYC,0,SKCM
ABCA17P,MYC,0,SKCM
CLDN9,MYC,0,SKCM
MYC,ZNF354B,0,SKCM
IQCC,MYC,0,SKCM
CCDC3,MYC,0,SKCM
FXR2,MYC,0,SKCM
MYC,USP33,0,SKCM
KDR,MYC,0,SKCM
CLYBL,MYC,0,SKCM
DFNB59,MYC,0,SKCM
ATP1B1,MYC,0,SKCM
MYC,RPLP0,0,SKCM
BNIPL,MYC,0,SKCM
CEACAM21,MYC,0,SKCM
MYC,R3HDM2,0,SKCM
ASB2,MYC,0,SKCM
CEACAM19,MYC,0,SKCM
MYC,SMEK2,0,SKCM
MYC,RPS11,0,SKCM
CPS1,MYC,1,SKCM
CLCF1,MYC,0,SKCM
MYC,TRNT1,0,SKCM
MYC,ZC3H12A,0,SKCM
C20orf173,MYC,0,SKCM
MYC,OR5H14,0,SKCM
HIST2H3C,MYC,0,SKCM
MYC,STAG3,0,SKCM
EGLN2,MYC,0,SKCM
EEFSEC,MYC,0,SKCM
MYC,PDE6G,0,SKCM
MYC,STOML2,0,SKCM
LRCH4,MYC,0,SKCM
MYC,OR10C1,0,SKCM
MYC,ZNF324B,0,SKCM
MYC,SCAI,0,SKCM
MYC,RLN1,0,SKCM
ABHD13,MYC,0,SKCM
CD300E,MYC,0,SKCM
MYC,ZNF768,0,SKCM
LTBP2,MYC,0,SKCM
CENPK,MYC,0,SKCM
MYC,ZNF214,0,SKCM
MYC,RDH13,0,SKCM
MYC,PRKACA,0,SKCM
MYC,SETBP1,0,SKCM
MYC,PDZRN3,0,SKCM
MYC,STRN3,0,SKCM
FGF19,MYC,0,SKCM
C1orf173,MYC,0,SKCM
MYC,TRIM24,0,SKCM
MYC,RNF31,0,SKCM
CCDC168,MYC,0,SKCM
FH,MYC,0,SKCM
MYC,VCAN,0,SKCM
DGCR6L,MYC,0,SKCM
MYC,TNFAIP2,0,SKCM
CYP26A1,MYC,0,SKCM
AFG3L1,MYC,0,SKCM
MYC,OR12D3,0,SKCM
CES1,MYC,0,SKCM
CLP1,MYC,0,SKCM
KIAA1731,MYC,0,SKCM
CLEC6A,MYC,0,SKCM
FBXO36,MYC,0,SKCM
MYC,PARG,0,SKCM
MYC,PRPF38B,0,SKCM
MYC,SOAT1,0,SKCM
CD209,MYC,0,SKCM
MYC,PYDC2,0,SKCM
MYC,TSPAN15,0,SKCM
ATP6AP2,MYC,0,SKCM
LIPT2,MYC,0,SKCM
MYC,TIMM22,0,SKCM
MYC,TRIM13,0,SKCM
ICOSLG,MYC,0,SKCM
MPPE1,MYC,0,SKCM
MYC,RASSF2,0,SKCM
EIF5B,MYC,0,SKCM
MYC,PTGES,0,SKCM
MYC,TGM4,0,SKCM
C6orf167,MYC,0,SKCM
MYC,PLK4,0,SKCM
MYC,ZNF608,0,SKCM
MYC,ST7L,0,SKCM
MYC,WFDC6,0,SKCM
HS3ST2,MYC,0,SKCM
C3orf21,MYC,0,SKCM
MYC,OR5T1,0,SKCM
CHEK1,MTOR,0,SKCM
MYC,OR6C75,0,SKCM
BEND2,MYC,0,SKCM
MYC,TNS1,0,SKCM
LEPREL1,MYC,0,SKCM
MYC,ZSWIM4,0,SKCM
MYC,ZNF225,0,SKCM
ENAM,MYC,0,SKCM
HAMP,MYC,0,SKCM
DMRT1,MYC,0,SKCM
MYC,ZNF584,0,SKCM
MYC,SCIN,0,SKCM
CMIP,MYC,0,SKCM
MYC,RHOT2,0,SKCM
MYC,ZDHHC15,0,SKCM
C19orf18,MYC,0,SKCM
MYC,UBC,0,SKCM
CPNE8,MYC,0,SKCM
HPR,MYC,0,SKCM
MFSD2A,MYC,0,SKCM
MYC,RFTN1,0,SKCM
C3orf65,MYC,0,SKCM
BCL10,MYC,0,SKCM
MYC,SDCBP2,0,SKCM
MYC,SNRK,0,SKCM
CD63,MYC,0,SKCM
ECSIT,MYC,0,SKCM
FLG,MYC,0,SKCM
MYC,PRTFDC1,0,SKCM
DLL1,MYC,0,SKCM
MYC,TSPAN18,0,SKCM
MESP1,MYC,0,SKCM
COG4,MYC,0,SKCM
INSM1,MYC,0,SKCM
MYC,SYNE1,0,SKCM
MMP1,MYC,0,SKCM
MYC,SMOC2,0,SKCM
HRAS,MYC,0,SKCM
MYC,NGRN,0,SKCM
MYC,NDP,0,SKCM
MYC,SLC22A7,0,SKCM
GABARAPL1,MYC,0,SKCM
MYC,SEMG2,0,SKCM
FAM154A,MYC,0,SKCM
MYC,OR1A1,0,SKCM
MYC,OASL,0,SKCM
MYC,SLC20A1,0,SKCM
MYC,XCL2,0,SKCM
HEATR1,MYC,0,SKCM
MYC,PHF8,0,SKCM
MYC,PRDM13,0,SKCM
HPS3,MYC,0,SKCM
CXorf58,MYC,0,SKCM
MYC,RANBP2,0,SKCM
ELF2,MYC,0,SKCM
CCND2,MYC,0,SKCM
LRRFIP1,MYC,0,SKCM
ANKRD23,MYC,0,SKCM
MYC,VPREB1,0,SKCM
MYC,RANBP3,0,SKCM
GMCL1,MYC,0,SKCM
MYC,XKRX,0,SKCM
DCAF4L2,MYC,0,SKCM
DNAJC1,MYC,0,SKCM
DDX58,MYC,0,SKCM
MATN2,MYC,0,SKCM
C6orf170,MYC,0,SKCM
MFAP3L,MYC,0,SKCM
MYC,NAT8,0,SKCM
AIFM2,MYC,0,SKCM
CHEK2,MAPK3,0,SKCM
CDK6,MYC,0,SKCM
L1TD1,MYC,0,SKCM
MYC,SFTPC,0,SKCM
HUS1,MYC,0,SKCM
EMC3,MYC,0,SKCM
MYC,TF,0,SKCM
FAM83H,MYC,0,SKCM
MYC,ZMAT1,0,SKCM
MYC,OR51A7,0,SKCM
KHDRBS2,MYC,0,SKCM
MYC,SLC39A2,0,SKCM
JOSD1,MYC,0,SKCM
GTF2IRD1P1,MYC,0,SKCM
B4GALT3,MYC,0,SKCM
EEPD1,MYC,0,SKCM
MYC,PIWIL2,0,SKCM
MYC,TRAPPC9,0,SKCM
AK2,MYC,0,SKCM
MYC,PRKRA,0,SKCM
ING3,MYC,0,SKCM
MYC,VAMP4,0,SKCM
CD163,MYC,0,SKCM
MYC,TRIOBP,0,SKCM
FIGNL1,MYC,0,SKCM
COLEC11,MYC,0,SKCM
C5orf56,MYC,0,SKCM
KRT28,MYC,0,SKCM
LINC00588,MYC,0,SKCM
LRRC14B,MYC,0,SKCM
MYC,RBM44,0,SKCM
MAFG,MYC,0,SKCM
AKT3,MYC,0,SKCM
MYC,PAX1,0,SKCM
MYC,MYOM3,0,SKCM
GOLGA7B,MYC,0,SKCM
GALNT7,MYC,0,SKCM
MYC,MYNN,0,SKCM
MACROD2,MYC,0,SKCM
KIAA0406,MYC,0,SKCM
MARCH5,MYC,0,SKCM
DUOXA2,MYC,0,SKCM
ADAMTSL1,MYC,0,SKCM
CD180,MYC,0,SKCM
GOLIM4,MYC,0,SKCM
MYC,QRFPR,0,SKCM
MGRN1,MYC,0,SKCM
CLDN17,MYC,0,SKCM
KIAA1274,MYC,0,SKCM
MYC,OMD,0,SKCM
MYC,SLC25A19,0,SKCM
HBS1L,MYC,0,SKCM
DDIT4,MYC,0,SKCM
ABCC10,MYC,0,SKCM
ADAMTSL2,MYC,0,SKCM
GOLGA6L6,MYC,0,SKCM
C17orf74,MYC,0,SKCM
C2orf42,MYC,0,SKCM
MYC,OR52B2,0,SKCM
DLC1,MYC,0,SKCM
C15orf56,MYC,0,SKCM
CCND1,MYC,0,SKCM
MYC,SIX6,0,SKCM
MYC,ZWINT,0,SKCM
EEF2,PARP2,0,SKCM
MYC,SUMO2,0,SKCM
MYC,UBXN10,0,SKCM
MYC,TIMELESS,0,SKCM
ANXA2,MYC,0,SKCM
MAMDC4,MYC,0,SKCM
MYC,TMEM45A,0,SKCM
MYC,ZNF677,0,SKCM
MYC,PRF1,0,SKCM
CUZD1,MYC,0,SKCM
AP4M1,MYC,0,SKCM
MYC,NCBP1,0,SKCM
GTF3C5,MYC,0,SKCM
CISD3,MYC,0,SKCM
MYC,WDR86,0,SKCM
MYC,PKD1L3,0,SKCM
MYC,P2RY6,0,SKCM
FBXW11,MYC,0,SKCM
MYC,ZMIZ2,0,SKCM
CYP2A7,MYC,0,SKCM
MYC,TAF11,0,SKCM
MYC,TSC22D2,0,SKCM
MYC,TTLL13,0,SKCM
MYC,TMEM181,0,SKCM
MYC,WDR72,0,SKCM
MYC,PIGA,0,SKCM
C16orf58,MYC,0,SKCM
MYC,PARVA,0,SKCM
KBTBD12,MYC,0,SKCM
MYC,UNC13C,0,SKCM
CNDP1,MYC,0,SKCM
LAMA3,MYC,0,SKCM
FOXB1,MYC,0,SKCM
MYC,NUDT19,0,SKCM
C4orf37,MYC,0,SKCM
ITPRIPL1,MYC,0,SKCM
ARL16,MYC,0,SKCM
MYC,RLBP1,0,SKCM
MYC,ZNF574,0,SKCM
DDI1,MYC,0,SKCM
MYC,PHC1,0,SKCM
MYC,SAPS1,0,SKCM
MYC,TDGF1P3,0,SKCM
MYC,ORAOV1,0,SKCM
MYC,RPL37A,0,SKCM
MYC,SLC25A46,0,SKCM
MYC,SMARCC1,0,SKCM
MYC,PPIG,0,SKCM
GLT8D2,MYC,0,SKCM
MTHFSD,MYC,0,SKCM
MYC,OGFOD1,0,SKCM
CHCHD2,MYC,0,SKCM
MYC,TMEM150C,0,SKCM
DHCR24,MYC,0,SKCM
GTF3C1,MYC,0,SKCM
CDHR4,MYC,0,SKCM
MYC,PHC2,0,SKCM
MYC,ZNRF3,0,SKCM
MYC,ZNF572,0,SKCM
MYC,SGPP2,0,SKCM
CADM4,MYC,0,SKCM
MYC,TNFAIP8L1,0,SKCM
CTDSPL2,MYC,0,SKCM
MYC,OR52M1,0,SKCM
MS4A12,MYC,0,SKCM
MYC,ZNHIT6,0,SKCM
CENPH,MYC,0,SKCM
ANKLE2,MYC,0,SKCM
FAM55C,MYC,0,SKCM
CYB5D1,MYC,0,SKCM
MYC,WDSUB1,0,SKCM
MYC,TBC1D2B,0,SKCM
MYC,MYH9,0,SKCM
MYC,NPHS1,0,SKCM
ASPA,MYC,0,SKCM
MYC,ZNF548,0,SKCM
CD48,MYC,0,SKCM
INTS8,MYC,0,SKCM
MYC,WNK3,0,SKCM
MYC,MYL3,0,SKCM
MTHFD2L,MYC,0,SKCM
AGTPBP1,MYC,0,SKCM
MAPK15,MYC,0,SKCM
FAM9A,MYC,0,SKCM
ALG9,MYC,0,SKCM
BAI2,MYC,0,SKCM
MYC,OR10G2,0,SKCM
AP1B1,MYC,0,SKCM
MYC,OSBPL3,0,SKCM
CARKD,MYC,0,SKCM
CSGALNACT1,MYC,0,SKCM
MYC,SNAP47,0,SKCM
MTAP,MYC,0,SKCM
IQCF5,MYC,0,SKCM
MYC,NICN1,0,SKCM
B3GNT3,MYC,0,SKCM
CHMP6,MYC,0,SKCM
BCL11A,MYC,0,SKCM
LPAL2,MYC,0,SKCM
CT45A1,MYC,0,SKCM
MYC,PPIAL4G,0,SKCM
CDK5R1,MYC,0,SKCM
ANKRD30B,MYC,0,SKCM
GCN1L1,MYC,0,SKCM
MYC,SP4,0,SKCM
ACSS1,MYC,0,SKCM
DNAI2,MYC,0,SKCM
FAM86B1,MYC,0,SKCM
KIAA0556,MYC,0,SKCM
MYC,SYTL4,0,SKCM
MYC,SFT2D1,0,SKCM
MYC,PRKAG2,0,SKCM
IFI27L1,MYC,0,SKCM
C19orf43,MYC,0,SKCM
MYC,RAD51AP2,0,SKCM
GSDMB,MYC,0,SKCM
ASTL,MYC,0,SKCM
MYC,PYY,0,SKCM
JPH2,MYC,0,SKCM
MYC,ROPN1B,0,SKCM
C3orf19,MYC,0,SKCM
MYC,OR10A2,0,SKCM
BRPF3,MYC,0,SKCM
BHLHE41,MYC,0,SKCM
C19orf25,MYC,0,SKCM
CACNA1H,MYC,0,SKCM
GRIP1,MYC,0,SKCM
MYC,UBE2U,0,SKCM
C10orf57,MYC,0,SKCM
MYC,OR2A9P,0,SKCM
MYC,ZNF91,0,SKCM
MYC,RGP1,0,SKCM
C5orf49,MYC,0,SKCM
DPH5,MYC,0,SKCM
MYC,RAI1,0,SKCM
MYC,TMEM115,0,SKCM
MYC,TOX3,0,SKCM
COX5B,MYC,0,SKCM
G6PD,MYC,0,SKCM
IL1RL1,MYC,0,SKCM
LCN10,MYC,0,SKCM
BPHL,MYC,0,SKCM
MYC,TEF,0,SKCM
BACE1,MYC,0,SKCM
CXCL5,MYC,0,SKCM
CDC14B,MYC,0,SKCM
ITGB1BP1,MYC,0,SKCM
ERCC4,MYC,0,SKCM
MYC,TRNP1,0,SKCM
CTHRC1,MYC,0,SKCM
MYC,ZNF451,0,SKCM
GBP5,MYC,0,SKCM
MYC,PLIN1,0,SKCM
MYC,RAB30,0,SKCM
MYC,SDHB,0,SKCM
BAT2,MYC,0,SKCM
CBFB,MYC,0,SKCM
HEBP1,MYC,0,SKCM
CD320,MYC,0,SKCM
FAM120A,MYC,0,SKCM
C2orf63,MYC,0,SKCM
CHRNB1,MYC,0,SKCM
MYC,SFRS13B,0,SKCM
CAMP,MYC,0,SKCM
MYC,MYO15B,0,SKCM
MYC,POC1A,0,SKCM
MYC,PYROXD2,0,SKCM
MYC,SLC25A34,0,SKCM
CYP46A1,MYC,0,SKCM
MYC,SLC36A4,0,SKCM
HUS1B,MYC,0,SKCM
MYC,ST6GALNAC2,0,SKCM
ENOPH1,MYC,0,SKCM
MAGEB10,MYC,0,SKCM
KISS1,MYC,0,SKCM
KCNE1L,MYC,0,SKCM
CDKN2AIP,MYC,0,SKCM
MYC,PER3,0,SKCM
MYC,PLEKHM3,0,SKCM
LEUTX,MYC,0,SKCM
KIAA1430,MYC,0,SKCM
HBE1,MYC,0,SKCM
KCTD12,MYC,0,SKCM
ESYT3,MYC,0,SKCM
MANEA,MYC,0,SKCM
CD72,MYC,0,SKCM
ETHE1,MYC,0,SKCM
HTR1D,MYC,0,SKCM
MYC,XIRP1,0,SKCM
KPNA1,MYC,0,SKCM
MYC,OR4C13,0,SKCM
MYC,MYO5B,0,SKCM
MYC,UCN3,0,SKCM
MYC,TSLP,0,SKCM
MYC,ZNF701,0,SKCM
MYC,SYCP1,0,SKCM
MOGS,MYC,0,SKCM
DCHS1,MYC,0,SKCM
MYC,ZP1,0,SKCM
KCNC3,MYC,0,SKCM
EPN1,MYC,0,SKCM
COQ4,MYC,0,SKCM
MYC,REEP6,0,SKCM
KHDRBS3,MYC,0,SKCM
MYC,OR4C11,0,SKCM
ANKRD13C,MYC,0,SKCM
COX6B1,MYC,0,SKCM
FAM166B,MYC,0,SKCM
MYC,PTK7,0,SKCM
MYC,UBL4B,0,SKCM
MYC,TUBB2A,0,SKCM
MYC,SSR3,0,SKCM
CTTN,MYC,0,SKCM
MYC,PPA2,0,SKCM
BAT2L2,MYC,0,SKCM
GRM4,MYC,0,SKCM
MYC,TRAPPC1,0,SKCM
BCL2L10,CHEK1,0,SKCM
CTU2,MYC,0,SKCM
MYC,PCDHB7,0,SKCM
C2orf48,MYC,0,SKCM
MYC,TCHH,0,SKCM
MYC,VASN,0,SKCM
MYC,SEMA6B,0,SKCM
MYC,SRA1,0,SKCM
MYC,VAC14,0,SKCM
LSM14A,MYC,0,SKCM
MYC,P2RY10,0,SKCM
IL9,MYC,0,SKCM
MYC,ZCCHC17,0,SKCM
GALK1,MYC,0,SKCM
MYC,RALGAPA1,0,SKCM
MYC,NANOG,0,SKCM
FYN,MYC,0,SKCM
MYC,RECQL4,0,SKCM
MYC,TAGLN2,0,SKCM
GOLGA6L1,MYC,0,SKCM
MYC,TIMM17B,0,SKCM
FSCN1,MYC,0,SKCM
BET1,MYC,0,SKCM
CLDN2,MYC,0,SKCM
KIFC3,MYC,0,SKCM
MYC,ZNF534,0,SKCM
ABHD15,MYC,0,SKCM
MYC,ZNF184,0,SKCM
MYC,TBCB,0,SKCM
GRID2IP,MYC,0,SKCM
MYC,ZBTB8B,0,SKCM
MYC,OR7G1,0,SKCM
MYC,PRR24,0,SKCM
CHST9,MYC,0,SKCM
INTS12,MYC,0,SKCM
LIPG,MYC,0,SKCM
C20orf94,MYC,0,SKCM
MYC,SETD3,0,SKCM
ASXL2,MYC,0,SKCM
CYP2A6,MYC,0,SKCM
HOXA6,MYC,0,SKCM
HCN2,MYC,0,SKCM
COL6A3,MYC,0,SKCM
MYC,NOTCH2NL,0,SKCM
C2CD4C,MYC,0,SKCM
GALNT14,MYC,0,SKCM
MYC,SNORA5C,0,SKCM
BMP8A,MYC,0,SKCM
HIPK1,MYC,0,SKCM
C15orf23,MYC,0,SKCM
MYC,PAQR8,0,SKCM
MYC,SUN1,0,SKCM
MYC,SENP1,0,SKCM
MYC,PNLIP,0,SKCM
CA7,MYC,0,SKCM
MYC,NARS,0,SKCM
KCTD20,MYC,0,SKCM
MYC,SYNPO,0,SKCM
MYC,NAP1L2,0,SKCM
MYC,TLK1,0,SKCM
MYC,ZDHHC6,0,SKCM
